gene_id	chr	gene_name	start	end	strand	description
YKL049C	11	CSE4	346764	346075	C	Centromere protein that resembles histone H3; associated with promoters, accessible chromatin and RNA polymerase II-bound regions; phosphorylated Cse4p associates with centromeres; required for proper kinetochore function; levels regulated by E3 ubiquitin ligase Psh1p; phosphorylation of Cse4p may destabilize defective kinetochores to promote bi-orientation; ubiquitination of N terminus regulates Cse4p proteolysis for faithful chromosome segregation; human CENP-A homolog
YKL048C	11	ELM1	349136	347214	C	Serine/threonine protein kinase that regulates cellular morphogenesis; septin behavior, and cytokinesis; required for the regulation of other kinases, such as Kin4p; forms part of the bud neck ring
YKL047W	11	ANR2	349463	351013	W	Putative protein of unknown function; predicted to be palmitoylated; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
YKL046C	11	DCW1	352624	351275	C	Putative mannosidase; GPI-anchored membrane protein required for cell wall biosynthesis in bud formation;homologous to Dfg5p
YKL045W	11	PRI2	353493	355079	W	Subunit of DNA primase; DNA primase is required for DNA synthesis and double-strand break repair
YKL044W	11		356322	356642	W	Protein of unknown function; mRNA identified as translated by ribosome profiling data
YKL043W	11	PHD1	356748	357848	W	Transcriptional activator that enhances pseudohyphal growth; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; regulates expression of FLO11, an adhesin required for pseudohyphal filament formation; similar to StuA, an A. nidulans developmental regulator; potential Cdc28p substrate; PHD1 has a paralog, SOK2, that arose from the whole genome duplication
YKL042W	11	SPC42	358475	359566	W	Central plaque component of spindle pole body (SPB); involved in SPB duplication, may facilitate attachment of the SPB to the nuclear membrane
YKL041W	11	VPS24	360143	360817	W	One of four subunits of the endosomal sorting complex required for transport III (ESCRT-III); forms an ESCRT-III subcomplex with Did4p; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway
YKL040C	11	NFU1	361828	361058	C	Protein involved in iron metabolism in mitochondria; similar to NifU, which is a protein required for the maturation of the Fe/S clusters of nitrogenase in nitrogen-fixing bacteria
YKL039W	11	PTM1	362622	364193	W	Protein of unknown function; copurifies with late Golgi vesicles containing the v-SNARE Tlg2p; PTM1 has a paralog, YHL017W, that arose from the whole genome duplication
YKL038W	11	RGT1	365605	369117	W	Glucose-responsive transcription factor; regulates expression of several glucose transporter (HXT) genes in response to glucose; binds to promoters and acts both as a transcriptional activator and repressor; RGT1 has a paralog, EDS1, that arose from the whole genome duplication
YKL037W	11	AIM26	369365	369721	W	Putative protein of unknown function; null mutant is viable and displays elevated frequency of mitochondrial genome loss; null mutation confers sensitivity to tunicamycin and DTT
YKL035W	11	UGP1	369891	371390	W	UDP-glucose pyrophosphorylase (UGPase); catalyses the reversible formation of UDP-Glc from glucose 1-phosphate and UTP, involved in a wide variety of metabolic pathways, expression modulated by Pho85p through Pho4p; UGP1 has a paralog, YHL012W, that arose from the whole genome duplication
YKL036C	11		369920	369528	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; partially overlaps the essential gene UGP1 gene and uncharacterized ORF YKL037W
YKL034W	11	TUL1	371829	374105	W	Subunit of the DSC ubiquitin ligase complex; golgi-localized RING-finger ubiquitin ligase (E3) involved in sorting polar transmembrane domain containing membrane proteins to multivesicular bodies for delivery to the vacuole; proposed involvement in the quality control of misfolded TMD containing proteins; ortholog of fission yeast dsc1
YKL033W-A	11		374505	375215	W	Putative protein of unknown function; similar to uncharacterized proteins from other fungi
YKL033W	11	TTI1	375456	378572	W	Subunit of the ASTRA complex, involved in chromatin remodeling; telomere length regulator involved in the stability or biogenesis of PIKKs such as TORC1; similar to S. pombe Tti1p; detected in highly purified mitochondria in high-throughput studies
YKL032C	11	IXR1	381858	380065	C	Transcriptional repressor that regulates hypoxic genes during normoxia; involved in the aerobic repression of genes such as COX5b, TIR1, and HEM13; binds DNA intrastrand cross-links formed by cisplatin; HMG (high mobility group box) domain containing protein which binds and bends cisplatin-modified DNA, blocking excision repair; IXR1 has a paralog, ABF2, that arose from the whole genome duplication
YKL031W	11		382072	382485	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species
YKL030W	11		382498	383103	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; partially overlaps the verified gene MAE1
YKL029C	11	MAE1	384725	382716	C	Mitochondrial malic enzyme, catalyzes the oxidative decarboxylation of malate to pyruvate, which is a key intermediate in sugar metabolism and a precursor for synthesis of several amino acids
YKL028W	11	TFA1	385758	387206	W	TFIIE large subunit; involved in recruitment of RNA polymerase II to the promoter, activation of TFIIH, and promoter opening
YKL027W	11	TCD2	387562	388905	W	tRNA threonylcarbamoyladenosine dehydratase; required for the ct6A tRNA base modification, where an adenosine at position 37 is modified to form a cyclized active ester with an oxazolone ring; localized to the mitochondrial outer membrane; TCD2 has a paralog, TCD1, that arose from the whole genome duplication
YKL026C	11	GPX1	389883	389380	C	Phospholipid hydroperoxide glutathione peroxidase; induced by glucose starvation that protects cells from phospholipid hydroperoxides and nonphospholipid peroxides during oxidative stress; GPX1 has a paralog, HYR1, that arose from the whole genome duplication
YKL025C	11	PAN3	392279	390240	C	Essential subunit of the Pan2p-Pan3p poly(A)-ribonuclease complex; complex acts to control poly(A) tail length and regulate the stoichiometry and activity of postreplication repair complexes
YKL024C	11	URA6	393140	392526	C	Uridylate kinase, catalyzes the seventh enzymatic step in the de novo biosynthesis of pyrimidines, converting uridine monophosphate (UMP) into uridine-5'-diphosphate (UDP)
YKL023C-A	11		393373	393146	C	Putative protein of unknown function
YKL023W	11		393721	394554	W	Putative protein of unknown function, predicted by computational methods to be involved in mRNA degradation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
YKL022C	11	CDC16	397248	394726	C	Subunit of the anaphase-promoting complex/cyclosome (APC/C); which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; required for sporulation; relocalizes to the cytosol in response to hypoxia
YKL021C	11	MAK11	398750	397344	C	Protein involved in an early, nucleolar step of 60S ribosomal subunit biogenesis; essential for cell growth and replication of killer M1 dsRNA virus; contains four beta-transducin repeats
YKL020C	11	SPT23	402080	398832	C	ER membrane protein involved in regulation of OLE1 transcription; inactive ER form dimerizes and one subunit is then activated by ubiquitin/proteasome-dependent processing followed by nuclear targeting; SPT23 has a paralog, MGA2, that arose from the whole genome duplication
YKL019W	11	RAM2	402568	403518	W	Alpha subunit of both the farnesyltransferase and type I geranylgeranyltransferase that catalyze prenylation of proteins containing a CAAX consensus motif; essential protein required for membrane localization of Ras proteins and a-factor
YKL018C-A	11		403879	403580	C	Putative protein of unknown function; identified by homology; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm
YKL018W	11	SWD2	404102	405091	W	Subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3 on lys 4 and is involved in telomeric silencing; subunit of CPF (cleavage and polyadenylation factor), a complex involved in RNAP II transcription termination
YKL017C	11	HCS1	407241	405190	C	Hexameric DNA polymerase alpha-associated DNA helicase A involved in lagging strand DNA synthesis; contains single-stranded DNA stimulated ATPase and dATPase activities; replication protein A stimulates helicase and ATPase activities
YKL016C	11	ATP7	407989	407465	C	Subunit d of the stator stalk of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis
YKL015W	11	PUT3	408544	411483	W	Transcriptional activator; binds specific gene recruitment sequences and is required for DNA zip code-mediated targeting of genes to nuclear periphery; regulates proline utilization genes, constitutively binds PUT1 and PUT2 promoters as a dimer, undergoes conformational change to form active state; binds other promoters only under activating conditions; differentially phosphorylated in presence of different nitrogen sources; has a Zn(2)-Cys(6) binuclear cluster domain
YKL014C	11	URB1	416913	411619	C	Nucleolar protein required for the normal accumulation of 25S and 5.8S rRNAs, associated with the 27SA2 pre-ribosomal particle; proposed to be involved in the biogenesis of the 60S ribosomal subunit
YKL013C	11	ARC19	418023	417508	C	Subunit of the ARP2/3 complex; ARP2/3 is required for the motility and integrity of cortical actin patches
YKL012W	11	PRP40	418310	420061	W	U1 snRNP protein involved in splicing, interacts with the branchpoint-binding protein during the formation of the second commitment complex
YKL011C	11	CCE1	421216	420155	C	Mitochondrial cruciform cutting endonuclease; cleaves Holliday junctions formed during recombination of mitochondrial DNA; CCE1 has a paralog, MRS1, that arose from the whole genome duplication
YKL010C	11	UFD4	425875	421424	C	Ubiquitin-protein ligase (E3); interacts with Rpt4p and Rpt6p, two subunits of the 19S particle of the 26S proteasome; cytoplasmic E3 involved in the degradation of ubiquitin fusion proteins; relative distribution to the nucleus increases upon DNA replication stress
YKL009W	11	MRT4	426242	426952	W	Protein involved in mRNA turnover and ribosome assembly, localizes to the nucleolus
